Fx Fy Fz Tx Ty Tz 
0.000262972498 0.0001905012586 0.01000160784 8.487929567e-05 -0.0002084603514 1.515248813e-06
0.0002629145804 0.0001905590248 0.01000161875 8.487942207e-05 -0.0002084605637 1.516924391e-06
0.0002628305236 0.0001905633873 0.01000162688 8.487959272e-05 -0.0002084607002 1.517708252e-06
0.0002627098763 0.0001905463144 0.01000161093 8.487966087e-05 -0.0002084603067 1.518284943e-06
0.0002626174652 0.0001906231498 0.01000161259 8.487969356e-05 -0.0002084603304 1.520638309e-06
0.0002625529708 0.0001906567588 0.01000163056 8.487984719e-05 -0.0002084606991 1.52186596e-06
0.0002624622393 0.000190675143 0.01000162327 8.487993379e-05 -0.0002084605013 1.522978419e-06
0.0002623597392 0.0001906838739 0.01000160897 8.488000394e-05 -0.0002084601459 1.523989301e-06
0.0002622803593 0.0001906745975 0.01000160986 8.488013804e-05 -0.0002084601245 1.524431809e-06
0.0002621988822 0.0001907394504 0.0100016171 8.48802313e-05 -0.0002084602608 1.526441673e-06
0.0002621114692 0.0001907861436 0.01000161896 8.488027114e-05 -0.0002084602872 1.528113185e-06
0.0002620240708 0.0001907836046 0.01000163058 8.48804952e-05 -0.0002084604901 1.528760511e-06
0.0002619045954 0.0001908148291 0.01000162514 8.48805803e-05 -0.0002084603354 1.530356719e-06
0.0002618126349 0.0001908802985 0.01000161645 8.48805091e-05 -0.0002084601477 1.532489265e-06
0.0002617363022 0.0001908614092 0.01000162313 8.488068867e-05 -0.0002084602481 1.532700482e-06
0.0002616323745 0.0001908752646 0.01000161183 8.48807812e-05 -0.0002084599559 1.533822009e-06
0.0002615375511 0.0001909252227 0.01000160156 8.488077752e-05 -0.0002084597133 1.535634743e-06
0.0002614641533 0.0001909543241 0.01000161554 8.48809454e-05 -0.0002084599855 1.536801045e-06
0.0002613752412 0.0001909588735 0.01000162579 8.488114902e-05 -0.000208460162 1.537610042e-06
0.0002612825174 0.0001909934886 0.01000161748 8.488117391e-05 -0.0002084599573 1.539084051e-06
0.0002611828708 0.0001910249041 0.01000161891 8.488127923e-05 -0.0002084599561 1.540545346e-06
0.0002611015386 0.0001910597954 0.0100016261 8.4881403e-05 -0.0002084600831 1.541912016e-06
0.0002610239998 0.0001910943745 0.01000162341 8.488149106e-05 -0.0002084599916 1.543287632e-06
0.0002609184224 0.0001910807318 0.01000161399 8.48815797e-05 -0.000208459744 1.543842451e-06
0.0002608284751 0.0001911071969 0.01000161955 8.488173775e-05 -0.0002084598241 1.545098862e-06
0.0002607507124 0.0001911614455 0.01000162349 8.488182985e-05 -0.0002084598849 1.546856888e-06
0.0002606497228 0.0001911915499 0.01000161656 8.488184315e-05 -0.000208459715 1.548313631e-06
0.0002605662958 0.0001912157712 0.01000162616 8.488204242e-05 -0.0002084598777 1.549472302e-06
0.0002604792034 0.0001912293961 0.01000162628 8.488214238e-05 -0.0002084598479 1.550454289e-06
0.0002603678628 0.0001912525095 0.0100016125 8.488215795e-05 -0.000208459519 1.551863634e-06
0.0002602943865 0.0001912827665 0.010001621 8.488231227e-05 -0.0002084596681 1.553029624e-06
0.0002602023828 0.0001913070946 0.01000161989 8.488238837e-05 -0.0002084596164 1.554301065e-06
0.0002601013682 0.0001913118176 0.01000161266 8.488245887e-05 -0.0002084594243 1.555207084e-06
0.0002600313765 0.0001913434202 0.01000161618 8.488256499e-05 -0.0002084594713 1.556435286e-06
0.0002599599669 0.0001913650557 0.0100016231 8.488272929e-05 -0.0002084595815 1.557445991e-06
0.0002598489724 0.0001913750253 0.01000161627 8.488280898e-05 -0.0002084593962 1.558565466e-06
0.0002597624321 0.0001914168906 0.01000162267 8.488294114e-05 -0.0002084595027 1.560104656e-06
0.0002596772264 0.0001914551945 0.010001629 8.488303308e-05 -0.0002084596188 1.561618469e-06
0.0002595807431 0.0001914613502 0.01000162715 8.488313157e-05 -0.0002084595438 1.562504112e-06
0.0002594920764 0.0001914952565 0.01000162349 8.488322419e-05 -0.0002084594285 1.563931336e-06
0.000259394293 0.0001915192224 0.01000162155 8.488329543e-05 -0.0002084593589 1.565245447e-06
0.0002593016717 0.0001915435716 0.0100016153 8.488338081e-05 -0.0002084591853 1.566486998e-06
0.0002592304522 0.0001916010557 0.01000161514 8.488343984e-05 -0.00020845916 1.568257226e-06
0.0002591218743 0.0001915899388 0.01000162007 8.488359617e-05 -0.0002084592262 1.568872433e-06
0.000259027109 0.000191607494 0.01000162434 8.488374829e-05 -0.0002084592781 1.570002143e-06
0.000258944666 0.0001916791009 0.01000162257 8.488383295e-05 -0.0002084592087 1.572174113e-06
0.0002588654486 0.0001916906839 0.01000162461 8.488393028e-05 -0.0002084592241 1.573054636e-06
0.0002587685053 0.000191693628 0.01000162118 8.488405052e-05 -0.0002084591065 1.57389973e-06
0.0002586690446 0.0001917312084 0.01000162178 8.488411588e-05 -0.0002084590971 1.575481208e-06
0.0002585876406 0.0001917644728 0.01000162871 8.488424641e-05 -0.0002084592164 1.576814016e-06
0.0002584969367 0.0001917965322 0.01000162191 8.488429825e-05 -0.0002084590394 1.578242846e-06
0.0002584102592 0.0001918179896 0.0100016217 8.488441686e-05 -0.0002084589972 1.579383367e-06
0.0002583081759 0.0001918185133 0.01000162195 8.488455042e-05 -0.0002084589612 1.580198241e-06
0.0002582214214 0.0001918580097 0.01000162018 8.488466774e-05 -0.0002084588829 1.581722153e-06
0.0002581454469 0.0001919123136 0.01000162615 8.488473539e-05 -0.0002084589971 1.583486364e-06
0.0002580434757 0.0001918920505 0.01000161811 8.488482035e-05 -0.0002084587825 1.583860734e-06
0.0002579471493 0.0001919209901 0.01000161872 8.488492258e-05 -0.0002084587629 1.585226209e-06
0.0002578673052 0.0001919822495 0.01000162911 8.488508457e-05 -0.0002084589543 1.587161628e-06
0.0002577846464 0.0001919591134 0.01000161424 8.488511281e-05 -0.0002084585971 1.587357563e-06
0.000257710686 0.0001919833608 0.01000162144 8.488529954e-05 -0.0002084587075 1.588435433e-06
0.0002575998645 0.0001920374611 0.01000162938 8.488541697e-05 -0.0002084588539 1.590453976e-06
0.0002575128205 0.0001920620298 0.01000162943 8.488550576e-05 -0.0002084588255 1.591662825e-06
0.0002574395486 0.0001920995923 0.01000163521 8.488560619e-05 -0.0002084589263 1.593049557e-06
0.0002573441321 0.0001920890477 0.01000163611 8.488574057e-05 -0.0002084589056 1.593602815e-06
0.0002572284796 0.0001921282353 0.01000161757 8.488568243e-05 -0.000208458487 1.595361011e-06
0.0002571402723 0.0001921713537 0.01000161946 8.488580626e-05 -0.0002084584912 1.596959702e-06
0.0002570853074 0.0001922039156 0.01000162551 8.488596253e-05 -0.0002084585836 1.598079974e-06
0.0002569954792 0.0001922119919 0.01000162515 8.488613105e-05 -0.0002084585247 1.598990759e-06
0.0002568790058 0.0001922043836 0.01000162318 8.488623455e-05 -0.0002084584449 1.599733551e-06
0.000256796431 0.0001922568485 0.01000162571 8.488629655e-05 -0.000208458481 1.60148687e-06
0.0002567114351 0.0001922995697 0.01000162963 8.48863718e-05 -0.000208458546 1.603067872e-06
0.0002566216117 0.0001923199746 0.01000161942 8.488644209e-05 -0.0002084582853 1.604230838e-06
0.0002565367207 0.0001923288743 0.01000162241 8.488661493e-05 -0.0002084583023 1.605109443e-06
0.0002564367944 0.0001923393248 0.01000162133 8.488676841e-05 -0.0002084582303 1.606109178e-06
0.0002563492043 0.0001923867401 0.01000161936 8.488681571e-05 -0.0002084581659 1.607791908e-06
0.0002562841886 0.0001924267932 0.0100016324 8.488695629e-05 -0.0002084584245 1.609165673e-06
0.0002561697705 0.0001924323749 0.01000163122 8.488706666e-05 -0.0002084583618 1.61021336e-06
0.0002560954196 0.0001924804094 0.01000162623 8.488715863e-05 -0.0002084582161 1.611778737e-06
0.0002560087774 0.0001925108918 0.01000162767 8.488726801e-05 -0.0002084582144 1.613145384e-06
0.0002559215262 0.0001925178895 0.01000162713 8.48874042e-05 -0.0002084581598 1.613994926e-06
0.0002558175573 0.0001925448722 0.01000162224 8.488747692e-05 -0.0002084580211 1.615370058e-06
0.0002557409813 0.000192580329 0.01000162897 8.488760345e-05 -0.0002084581372 1.616712358e-06
0.0002556543271 0.0001926159687 0.01000163284 8.488774381e-05 -0.0002084581836 1.618176981e-06
0.0002555508872 0.0001926424742 0.01000161941 8.48877508e-05 -0.0002084578654 1.61956624e-06
0.0002554666411 0.000192652817 0.01000162339 8.48878933e-05 -0.0002084579135 1.620440632e-06
0.0002553789992 0.0001926535169 0.01000162399 8.488808656e-05 -0.0002084578698 1.621135106e-06
0.0002553019261 0.0001927017 0.01000161512 8.488809738e-05 -0.0002084576561 1.622783041e-06
0.0002552141281 0.0001927161678 0.0100016204 8.488821609e-05 -0.0002084577406 1.623792562e-06
0.0002551199405 0.000192698348 0.01000162737 8.488846517e-05 -0.000208457829 1.624137869e-06
0.0002550305632 0.0001927641325 0.01000162477 8.488849851e-05 -0.0002084577542 1.626231168e-06
0.0002549473737 0.0001928016902 0.01000163019 8.488862193e-05 -0.0002084578411 1.627708957e-06
0.0002548691357 0.0001927971178 0.010001634 8.488878031e-05 -0.000208457881 1.628226128e-06
0.0002547764767 0.0001928326072 0.0100016298 8.48888507e-05 -0.0002084577594 1.629725853e-06
0.0002546599767 0.0001928634709 0.01000162208 8.488890022e-05 -0.0002084575621 1.631318006e-06
0.0002546002409 0.0001928812585 0.01000162937 8.488909193e-05 -0.0002084576735 1.632143863e-06
0.0002545056234 0.0001929073991 0.01000163133 8.488919498e-05 -0.0002084576856 1.633476652e-06
0.000254402642 0.0001929383245 0.0100016262 8.488922246e-05 -0.0002084575541 1.634948916e-06
0.0002543051059 0.0001929708499 0.01000163317 8.488940379e-05 -0.0002084576606 1.636389048e-06
0.0002542298732 0.0001930338466 0.01000163695 8.488946053e-05 -0.0002084577276 1.63835245e-06
0.0002541207391 0.0001930314258 0.01000162149 8.488949709e-05 -0.0002084573548 1.639222279e-06
0.0002540357053 0.0001930318327 0.01000161592 8.488961212e-05 -0.0002084571892 1.639854759e-06
0.0002539429079 0.0001930791555 0.01000162169 8.488976741e-05 -0.0002084572752 1.641574909e-06
0.0002538537131 0.0001931336239 0.01000162577 8.48898799e-05 -0.0002084573338 1.643451915e-06
0.0002537906284 0.0001931350758 0.0100016301 8.489006127e-05 -0.0002084573797 1.643999142e-06
0.0002536874263 0.0001931599472 0.01000162943 8.489015423e-05 -0.0002084573336 1.645349109e-06
0.0002535910841 0.0001931773635 0.01000163069 8.489025602e-05 -0.0002084573297 1.6464688e-06
0.0002535059074 0.0001932165996 0.01000163274 8.489035766e-05 -0.0002084573442 1.647984287e-06
0.0002534275829 0.0001932642663 0.010001636 8.489045732e-05 -0.0002084573877 1.649642344e-06
0.00025332685 0.0001932612088 0.01000163055 8.48905665e-05 -0.0002084572268 1.6503872e-06
0.0002532242485 0.0001933021022 0.01000162182 8.489061881e-05 -0.000208457005 1.652070023e-06
0.0002531543496 0.0001933614549 0.01000162537 8.489062349e-05 -0.0002084570802 1.653869761e-06
0.0002530817009 0.0001933424583 0.01000163107 8.489081527e-05 -0.000208457155 1.654032482e-06
0.0002529742183 0.000193393112 0.01000162466 8.489085795e-05 -0.0002084569896 1.655943629e-06
0.0002528790682 0.000193390655 0.01000163158 8.489103649e-05 -0.000208457096 1.656634833e-06
0.0002527926662 0.0001934371044 0.01000162913 8.489110252e-05 -0.0002084570163 1.658317995e-06
0.0002527137812 0.0001934866695 0.01000162771 8.489119546e-05 -0.0002084569529 1.660012185e-06
0.000252630503 0.0001934866323 0.01000162769 8.489135272e-05 -0.0002084569046 1.660669928e-06
0.0002525361746 0.0001934813807 0.01000162166 8.48914782e-05 -0.000208456726 1.661305891e-06
0.0002524535036 0.0001935221109 0.01000162158 8.489153061e-05 -0.0002084567045 1.662856056e-06
0.0002523796334 0.0001935590565 0.01000162832 8.48916018e-05 -0.0002084568357 1.664209487e-06
0.0002522769526 0.000193561555 0.01000163079 8.489173563e-05 -0.0002084568514 1.665071215e-06
0.0002521861882 0.0001936027042 0.01000163486 8.489188737e-05 -0.0002084568994 1.666680173e-06
0.0002520961049 0.0001936386569 0.01000163868 8.489200618e-05 -0.0002084569504 1.668169535e-06
0.0002520206695 0.0001936460684 0.01000163154 8.489208432e-05 -0.0002084567588 1.668929304e-06
0.000251933153 0.0001936871227 0.01000162996 8.489219129e-05 -0.0002084566883 1.670501427e-06
0.0002518199412 0.0001936921766 0.01000162693 8.489228666e-05 -0.000208456587 1.671511309e-06
0.0002517308568 0.0001937071015 0.01000162388 8.489238887e-05 -0.0002084564834 1.672531761e-06
0.0002516719336 0.0001937919902 0.01000163826 8.489252243e-05 -0.0002084567747 1.674823347e-06
0.0002515660249 0.0001937850937 0.01000163083 8.489257922e-05 -0.0002084565825 1.675532354e-06
0.0002514691637 0.0001937885025 0.01000162408 8.489270086e-05 -0.0002084563879 1.676352098e-06
0.0002513912176 0.0001938500136 0.01000164214 8.48929091e-05 -0.0002084567442 1.678288435e-06
0.0002512983356 0.0001938907216 0.01000162912 8.489285849e-05 -0.0002084564514 1.679932985e-06
0.0002512147183 0.0001938729156 0.01000162279 8.48929748e-05 -0.000208456268 1.680206138e-06
0.0002511322368 0.000193895197 0.01000163785 8.489316999e-05 -0.0002084565584 1.681319002e-06
0.0002510403496 0.0001939249142 0.01000163519 8.489326561e-05 -0.0002084564661 1.682703532e-06
0.0002509474691 0.000193985375 0.01000162495 8.489324437e-05 -0.0002084562295 1.684735203e-06
0.0002508743797 0.000193978568 0.01000163698 8.489345101e-05 -0.0002084564467 1.68516003e-06
0.0002507743803 0.0001939944418 0.01000163767 8.489361269e-05 -0.0002084564141 1.686299525e-06
0.0002506858357 0.0001940548894 0.01000163026 8.489362223e-05 -0.0002084562346 1.688311157e-06
0.0002506168827 0.0001940743249 0.01000163324 8.489371512e-05 -0.0002084562731 1.689256581e-06
0.0002505095438 0.0001940897731 0.01000162766 8.489380527e-05 -0.0002084561146 1.690466666e-06
0.0002504205972 0.0001941140882 0.01000162693 8.489395319e-05 -0.0002084560525 1.691650937e-06
0.0002503425012 0.0001941818344 0.0100016328 8.489402311e-05 -0.0002084561639 1.693744947e-06
0.0002502678893 0.0001941579497 0.01000163385 8.489414123e-05 -0.0002084561513 1.693852856e-06
0.0002501865017 0.0001941595218 0.01000162571 8.489422729e-05 -0.0002084559344 1.694499797e-06
0.000250088476 0.0001941876564 0.01000162654 8.489433911e-05 -0.0002084559181 1.695876948e-06
0.0002500002036 0.0001942307967 0.01000163974 8.48944912e-05 -0.0002084561773 1.697538443e-06
0.0002499339847 0.0001942700837 0.01000163654 8.48945886e-05 -0.0002084560719 1.698877364e-06
0.0002498397154 0.0001942783033 0.01000163094 8.489465442e-05 -0.0002084559193 1.699823382e-06
0.000249746671 0.0001942528282 0.01000163066 8.489479117e-05 -0.0002084558708 1.700018233e-06
0.0002496639574 0.0001943501332 0.01000163554 8.489490711e-05 -0.000208455947 1.702714438e-06
0.000249589888 0.0001943891617 0.01000164122 8.489496367e-05 -0.000208456058 1.704155501e-06
0.0002494992686 0.0001943693654 0.01000164055 8.489510328e-05 -0.0002084559999 1.704495277e-06
0.0002493927861 0.0001943854848 0.01000162759 8.489517104e-05 -0.0002084556764 1.705670432e-06
0.0002493023973 0.0001944464266 0.01000162985 8.4895238e-05 -0.0002084557054 1.707699919e-06
0.000249250864 0.0001944630771 0.01000164216 8.489546508e-05 -0.000208455924 1.708427421e-06
0.0002491350104 0.000194517505 0.01000162731 8.489541169e-05 -0.0002084555893 1.710547449e-06
0.0002490590478 0.0001945042419 0.01000163304 8.489557808e-05 -0.0002084556718 1.710855007e-06
0.0002489628048 0.0001945281623 0.01000163305 8.489568923e-05 -0.0002084556367 1.712127714e-06
0.0002488819202 0.0001945775098 0.01000163245 8.48958139e-05 -0.0002084555839 1.713821496e-06
0.0002488154308 0.0001946097705 0.01000163455 8.489589729e-05 -0.0002084556051 1.715040015e-06
0.0002487238131 0.000194577496 0.01000163573 8.489604761e-05 -0.0002084555865 1.715087196e-06
0.0002486476397 0.0001946390459 0.01000164069 8.489617695e-05 -0.000208455661 1.716982715e-06
0.0002485693968 0.0001947042861 0.01000163936 8.489620481e-05 -0.0002084556179 1.719018197e-06
0.0002484823115 0.0001946919626 0.01000163536 8.489630127e-05 -0.000208455494 1.719450623e-06
0.0002483900723 0.0001946854321 0.01000163279 8.489642822e-05 -0.0002084553951 1.720045603e-06
0.0002483087616 0.0001946979779 0.01000162237 8.489646628e-05 -0.0002084551388 1.72096448e-06
0.0002482209974 0.0001947582191 0.01000162783 8.489657703e-05 -0.0002084552299 1.722937395e-06
0.0002481559409 0.0001948125001 0.01000164785 8.489679829e-05 -0.000208455628 1.724579961e-06
0.0002480595004 0.0001947993098 0.01000164407 8.489687281e-05 -0.0002084555158 1.725110402e-06
0.0002479599363 0.0001948347053 0.01000163439 8.489690346e-05 -0.0002084552782 1.726680819e-06
0.0002478748384 0.0001948599817 0.0100016369 8.489701284e-05 -0.0002084553014 1.727840215e-06
0.0002478003783 0.0001948693987 0.01000162955 8.489708075e-05 -0.0002084551081 1.728658736e-06
0.0002477178759 0.0001949153521 0.01000162844 8.489715817e-05 -0.0002084550564 1.730309342e-06
0.0002476335688 0.0001949288074 0.01000163763 8.489736805e-05 -0.0002084552071 1.731234832e-06
0.0002475586815 0.0001949652054 0.01000164076 8.489745937e-05 -0.00020845525 1.732632794e-06
0.0002474663838 0.0001949874952 0.0100016372 8.48975373e-05 -0.0002084551414 1.733840745e-06
0.0002473720266 0.0001950199251 0.01000163533 8.489756886e-05 -0.0002084550841 1.735280419e-06
0.0002473017965 0.0001950337491 0.01000163979 8.48977173e-05 -0.0002084551426 1.736134896e-06
0.0002472090629 0.0001950581902 0.01000164058 8.489785512e-05 -0.0002084551183 1.737391739e-06
0.0002471396084 0.0001951017315 0.01000163725 8.489792549e-05 -0.0002084550174 1.738890532e-06
0.0002470560564 0.0001950911552 0.01000163669 8.489804247e-05 -0.0002084549678 1.739327395e-06
0.0002469494828 0.0001951151754 0.01000163002 8.489810688e-05 -0.0002084547906 1.740676303e-06
0.0002468852137 0.0001951747792 0.01000163798 8.489823709e-05 -0.0002084549347 1.742444574e-06
0.0002468008437 0.0001951832534 0.01000163737 8.489832186e-05 -0.0002084548928 1.743311758e-06
0.000246708401 0.0001952069299 0.01000163891 8.489840947e-05 -0.0002084548994 1.744567835e-06
0.0002466334204 0.0001952435017 0.01000164302 8.489852513e-05 -0.0002084549581 1.745920033e-06
0.0002465552022 0.0001952569278 0.01000163863 8.489861627e-05 -0.000208454827 1.746840817e-06
0.0002464791139 0.0001952739072 0.01000163328 8.489869175e-05 -0.000208454678 1.747835487e-06
0.0002463928856 0.00019527911 0.01000163399 8.489878597e-05 -0.0002084546638 1.748625468e-06
0.0002463069431 0.0001953046345 0.01000163581 8.489889676e-05 -0.000208454671 1.749826979e-06
0.0002462339466 0.0001953637358 0.01000164382 8.48990651e-05 -0.0002084548058 1.751659718e-06
0.0002461536153 0.0001953776871 0.01000164271 8.489912296e-05 -0.0002084547596 1.752620156e-06
0.000246060939 0.0001953787069 0.01000163709 8.489918712e-05 -0.0002084546073 1.753382501e-06
0.0002459834338 0.0001953900192 0.01000163443 8.489932378e-05 -0.0002084545036 1.754219482e-06
0.0002458906822 0.0001954445996 0.01000163392 8.489937319e-05 -0.0002084544735 1.756160333e-06
0.0002458234337 0.0001954511005 0.01000163422 8.489947276e-05 -0.0002084544485 1.756806389e-06
0.0002457399502 0.000195466246 0.01000163471 8.489957712e-05 -0.0002084544264 1.757793806e-06
0.0002456452402 0.0001955029631 0.01000164108 8.489969011e-05 -0.0002084545382 1.759335738e-06
0.0002455615763 0.0001955160495 0.01000163717 8.48997972e-05 -0.000208454414 1.760276173e-06
0.0002455076798 0.0001955618591 0.01000164479 8.489994926e-05 -0.0002084545442 1.761665061e-06
0.0002454161311 0.0001955711756 0.01000164205 8.490001468e-05 -0.0002084544583 1.762615925e-06
0.0002453118077 0.0001955830488 0.01000163427 8.49000496e-05 -0.0002084542634 1.7636897e-06
0.0002452465041 0.0001956310929 0.01000164228 8.490022339e-05 -0.0002084543967 1.765217762e-06
0.0002451879534 0.0001956526195 0.01000164984 8.490036711e-05 -0.0002084545286 1.766155323e-06
0.0002450860112 0.0001956767448 0.01000163601 8.490036744e-05 -0.0002084542035 1.767511295e-06
0.0002450000586 0.0001956727114 0.01000163293 8.490045954e-05 -0.0002084541017 1.768074636e-06
0.000244922734 0.0001957200341 0.01000164854 8.490060644e-05 -0.0002084544184 1.769704026e-06
0.000244846484 0.0001957639309 0.01000164391 8.490067337e-05 -0.0002084542884 1.771263384e-06
0.0002447611198 0.0001957623117 0.01000162953 8.490067387e-05 -0.0002084539505 1.771902118e-06
0.0002446748156 0.0001957726902 0.01000164355 8.490088503e-05 -0.0002084542128 1.772814526e-06
0.0002445838901 0.0001957887543 0.01000163847 8.490102698e-05 -0.0002084540522 1.77386013e-06
0.000244524771 0.0001958720933 0.01000163334 8.490098637e-05 -0.0002084539392 1.776117914e-06
0.0002444496059 0.0001958464921 0.01000164848 8.490123074e-05 -0.0002084542185 1.776177758e-06
0.0002443564005 0.0001958414292 0.0100016395 8.49012757e-05 -0.0002084539934 1.776768186e-06
0.0002442562998 0.0001959348292 0.01000164192 8.490136356e-05 -0.0002084540205 1.779559943e-06
0.0002442061732 0.0001959424552 0.01000164781 8.490147796e-05 -0.0002084541213 1.780135248e-06
0.000244117282 0.0001959666692 0.01000164511 8.490155513e-05 -0.0002084540332 1.781388065e-06
0.0002440356455 0.0001959733364 0.01000163732 8.490167322e-05 -0.000208453816 1.782151035e-06
0.0002439513682 0.0001960142307 0.01000164081 8.490176338e-05 -0.0002084538675 1.783702761e-06
0.0002438785084 0.0001960522222 0.01000164526 8.490189374e-05 -0.0002084539304 1.785095606e-06
0.0002437860664 0.0001960940286 0.01000163911 8.490185336e-05 -0.0002084537938 1.786725149e-06
0.0002437124061 0.0001960872598 0.01000164884 8.490203686e-05 -0.0002084539644 1.787141356e-06
0.0002436246371 0.0001961056931 0.01000164612 8.490218625e-05 -0.0002084538563 1.788230272e-06
0.0002435341238 0.0001961752494 0.01000163553 8.49021634e-05 -0.0002084536126 1.790471161e-06
0.0002434727012 0.0001961742216 0.01000164408 8.490231585e-05 -0.0002084537643 1.790908329e-06
0.0002433689121 0.000196176838 0.01000164245 8.490245305e-05 -0.0002084536843 1.791780722e-06
0.0002432961943 0.0001962407919 0.0100016439 8.490251885e-05 -0.0002084536952 1.793728595e-06
0.0002432190369 0.0001962642254 0.01000164576 8.490260416e-05 -0.0002084537102 1.794834521e-06
0.0002431385796 0.0001962880098 0.01000164749 8.490271333e-05 -0.0002084537157 1.795990269e-06
0.0002430560054 0.0001962976615 0.0100016419 8.490281276e-05 -0.0002084535549 1.796838195e-06
0.0002429634462 0.0001963231173 0.01000163636 8.49028816e-05 -0.0002084534031 1.798136766e-06
0.0002429067614 0.0001963655206 0.01000165061 8.490307939e-05 -0.0002084536744 1.799464912e-06
0.000242823268 0.0001964111902 0.0100016478 8.490306378e-05 -0.0002084536087 1.801124373e-06
0.0002427422795 0.0001963991004 0.01000163902 8.49031226e-05 -0.0002084533847 1.801508077e-06
0.000242658093 0.0001964142543 0.01000164726 8.490330549e-05 -0.0002084535211 1.802475943e-06
0.0002425859438 0.0001964335507 0.01000163889 8.490335572e-05 -0.0002084533093 1.803503352e-06
0.0002425108172 0.0001964642191 0.01000163211 8.490336852e-05 -0.0002084531438 1.804735544e-06
0.0002424238149 0.0001964863366 0.01000164709 8.49036083e-05 -0.0002084534204 1.805857104e-06
0.0002423491318 0.0001965169106 0.01000165257 8.490374773e-05 -0.000208453505 1.807113858e-06
0.0002422643388 0.0001965523255 0.01000164724 8.490379551e-05 -0.0002084533641 1.808563036e-06
0.0002421798982 0.0001965503582 0.01000163658 8.490381857e-05 -0.000208453106 1.809184989e-06
0.0002421051395 0.0001965441685 0.01000164361 8.490398538e-05 -0.0002084532188 1.809621029e-06
0.0002420166301 0.0001965997747 0.01000164162 8.490408268e-05 -0.0002084531417 1.811519543e-06
0.0002419510931 0.0001966515795 0.01000164621 8.490417505e-05 -0.0002084532179 1.813148e-06
0.0002418814119 0.0001966628855 0.01000164634 8.490424503e-05 -0.0002084531973 1.813957841e-06
0.000241788051 0.0001966545487 0.01000164552 8.490436025e-05 -0.0002084531422 1.814498345e-06
0.000241700066 0.0001966989944 0.01000165001 8.490447031e-05 -0.0002084532113 1.816133048e-06
0.0002416270861 0.0001967652843 0.01000165217 8.490449758e-05 -0.0002084532492 1.818152913e-06
0.000241564354 0.0001967641784 0.01000164805 8.490460377e-05 -0.0002084531206 1.818626068e-06
0.0002414709929 0.0001967775142 0.01000164492 8.490475245e-05 -0.0002084530032 1.819646173e-06
0.0002413806581 0.0001967863799 0.01000163953 8.490483369e-05 -0.0002084528517 1.820556007e-06
0.0002413062242 0.0001968488845 0.01000164336 8.490487985e-05 -0.0002084529226 1.822475454e-06
0.0002412338186 0.0001968886888 0.01000164864 8.490498136e-05 -0.0002084530123 1.823871469e-06
0.0002411452857 0.0001968707836 0.01000164586 8.490509178e-05 -0.0002084529137 1.824203491e-06
0.0002410618334 0.0001969016053 0.01000164313 8.490519081e-05 -0.0002084528189 1.825520797e-06
0.000240990809 0.0001969595214 0.01000164603 8.490528208e-05 -0.0002084528563 1.827323637e-06
0.0002409236029 0.0001969604191 0.01000164729 8.490540047e-05 -0.0002084528487 1.827877458e-06
0.0002408402279 0.000196952012 0.01000163879 8.490548523e-05 -0.0002084526244 1.828364602e-06
0.0002407618044 0.0001969786712 0.0100016368 8.490554632e-05 -0.0002084525568 1.829552779e-06
0.0002406982766 0.00019700949 0.01000164645 8.490566037e-05 -0.0002084527445 1.830689061e-06
0.0002406129168 0.000197046444 0.01000164613 8.490572714e-05 -0.0002084527142 1.832160083e-06
0.0002405422192 0.0001970651566 0.01000165205 8.490588208e-05 -0.0002084528045 1.833133008e-06
0.0002404552175 0.000197063763 0.01000165037 8.490598413e-05 -0.0002084527334 1.833781696e-06
0.0002403691135 0.0001971064259 0.01000164553 8.490603198e-05 -0.0002084526037 1.835379742e-06
0.0002403123982 0.0001971466916 0.01000165162 8.490615923e-05 -0.0002084527055 1.836680209e-06
0.0002402170046 0.0001971436966 0.01000164464 8.490620177e-05 -0.0002084525277 1.83737445e-06
0.0002401264842 0.0001971560111 0.01000164119 8.490633482e-05 -0.000208452407 1.838357338e-06
0.0002400698877 0.0001972094393 0.01000165455 8.490651806e-05 -0.000208452662 1.839929636e-06
0.0002399799132 0.0001972474709 0.01000164632 8.490649001e-05 -0.0002084524744 1.841485246e-06
0.0002399210435 0.0001972384442 0.01000164709 8.490663295e-05 -0.0002084524485 1.841720621e-06
0.0002398339265 0.0001972499545 0.01000165277 8.490679324e-05 -0.0002084525319 1.842653375e-06
0.0002397473144 0.0001972845644 0.01000164849 8.490683149e-05 -0.000208452418 1.844098846e-06
0.000239676149 0.0001973114141 0.01000164093 8.49068695e-05 -0.0002084522278 1.845220145e-06
0.0002396135943 0.0001973513604 0.01000165959 8.490704659e-05 -0.0002084526068 1.846554673e-06
0.0002395098221 0.0001973705555 0.01000165747 8.490717336e-05 -0.000208452519 1.847781445e-06
0.0002394285241 0.0001974037658 0.01000164061 8.490714825e-05 -0.0002084521306 1.849170327e-06
0.0002393797438 0.000197401927 0.01000165237 8.490732237e-05 -0.000208452351 1.849514326e-06
0.0002392994821 0.0001974678142 0.01000165036 8.490730768e-05 -0.000208452304 1.851565349e-06
0.0002392018458 0.0001974833211 0.01000164741 8.490741241e-05 -0.0002084522025 1.852617342e-06
0.0002391337528 0.0001975047946 0.01000165318 8.490754698e-05 -0.0002084522948 1.853601238e-06
